,単語,出現数,割合（出現数/総数:7011）
0,証券,633,9.029%
1,月,310,4.422%
2,会社,287,4.094%
3,株式会社,236,3.366%
4,グループ,97,1.384%
5,商品,89,1.269%
6,金融,88,1.255%
7,支店,83,1.184%
8,子会社,83,1.184%
9,業務,82,1.17%
10,株式,79,1.127%
11,銀行,77,1.098%
12,事業,74,1.055%
13,本社,70,0.998%
14,社長,63,0.899%
15,先物,56,0.799%
16,UFJ,52,0.742%
17,企業,51,0.727%
18,顧客,50,0.713%
19,ホールディングス,47,0.67%
20,Co,45,0.642%
21,持株,44,0.628%
22,Ltd,43,0.613%
23,法人,42,0.599%
24,店舗,41,0.585%
25,口座,40,0.571%
26,Securities,39,0.556%
27,市場,34,0.485%
28,株,33,0.471%
29,傘下,33,0.471%
30,本店,32,0.456%
31,同社,32,0.456%
32,外国,31,0.442%
33,シティ,31,0.442%
34,資本,30,0.428%
35,為替,28,0.399%
36,商号,28,0.399%
37,部門,27,0.385%
38,情報,27,0.385%
39,委員,26,0.371%
40,会長,24,0.342%
41,個人,24,0.342%
42,資産,24,0.342%
43,社名,23,0.328%
44,オンライン,23,0.328%
45,国内,22,0.314%
46,證券,22,0.314%
47,ファンド,22,0.314%
48,機関,22,0.314%
49,事件,21,0.3%
50,証拠,21,0.3%
51,株主,20,0.285%
52,FX,20,0.285%
53,中心,19,0.271%
54,システム,19,0.271%
55,大手,19,0.271%
56,コーディアルグループ,18,0.257%
57,マネックス,18,0.257%
58,債券,17,0.242%
59,取締役,17,0.242%
60,社員,17,0.242%
61,危機,16,0.228%
62,株価,16,0.228%
63,インターネット,16,0.228%
64,モルガン・スタンレー,16,0.228%
65,キャピタル,15,0.214%
66,手数料,15,0.214%
67,業者,14,0.2%
68,中堅,14,0.2%
69,体制,14,0.2%
70,特,14,0.2%
71,SMBC,14,0.2%
72,経済,13,0.185%
73,藍,13,0.185%
74,いち,13,0.185%
75,合弁,13,0.185%
76,一つ,13,0.185%
77,会員,13,0.185%
78,商店,13,0.185%
79,業界,13,0.185%
80,女性,13,0.185%
81,自主,13,0.185%
82,ネット,12,0.171%
83,センター,12,0.171%
84,拠点,12,0.171%
85,名称,12,0.171%
86,国際,12,0.171%
87,世界,12,0.171%
88,時代,12,0.171%
89,出身,12,0.171%
90,幹事,12,0.171%
91,利益,12,0.171%
92,専業,12,0.171%
93,ベンチャー,12,0.171%
94,商事,12,0.171%
95,自己,12,0.171%
96,オプション,12,0.171%
97,フィナンシャルグループ,12,0.171%
98,行平,12,0.171%
99,リテール,12,0.171%
100,リーディング,12,0.171%
101,地場,11,0.157%
102,社債,11,0.157%
103,総会,11,0.157%
104,旧,11,0.157%
105,顧問,10,0.143%
106,最大手,10,0.143%
107,最大,10,0.143%
108,海外,10,0.143%
109,地方,9,0.128%
110,ょうけん,9,0.128%
111,フィナンシャル・ホールディングス,9,0.128%
112,投信,9,0.128%
113,期間,9,0.128%
114,地域,9,0.128%
115,理事,9,0.128%
116,A,9,0.128%
117,Inc,9,0.128%
118,岡三,9,0.128%
119,文名,9,0.128%
120,マネックスグループ,9,0.128%
121,役員,8,0.114%
122,全国,8,0.114%
123,特徴,8,0.114%
124,国債,8,0.114%
125,常務,8,0.114%
126,容疑,8,0.114%
127,債務,8,0.114%
128,スター,8,0.114%
129,資金,8,0.114%
130,CO,8,0.114%
131,新規,8,0.114%
132,バンク,8,0.114%
133,LTD,8,0.114%
134,ホール,8,0.114%
135,セール,8,0.114%
136,部長,8,0.114%
137,地区,7,0.1%
138,力,7,0.1%
139,中核,7,0.1%
140,フィナンシャル・グループ,7,0.1%
141,協会,7,0.1%
142,初代,7,0.1%
143,研究所,7,0.1%
144,後任,7,0.1%
145,取扱い,7,0.1%
146,親会社,7,0.1%
147,第三者,7,0.1%
148,デリバティブ,7,0.1%
149,環境,7,0.1%
150,保険,7,0.1%
151,コード,7,0.1%
152,規模,7,0.1%
153,楽天,7,0.1%
154,CFD,7,0.1%
155,ツール,7,0.1%
156,筆頭,7,0.1%
157,主力,7,0.1%
158,理由,7,0.1%
159,地方裁判所,7,0.1%
160,コーディアル,7,0.1%
161,HD,7,0.1%
162,アライアンス,7,0.1%
163,コスモ,6,0.086%
164,スポンサー,6,0.086%
165,収益,6,0.086%
166,所在地,6,0.086%
167,新聞,6,0.086%
168,中央,6,0.086%
169,行政,6,0.086%
170,部署,6,0.086%
171,社内,6,0.086%
172,アセットマネジメント,6,0.086%
173,マネー,6,0.086%
174,取り扱い,6,0.086%
175,店頭,6,0.086%
176,M,6,0.086%
177,ブローカー,6,0.086%
178,業績,6,0.086%
179,トヨタファイナンシャルサービス,6,0.086%
180,現地,6,0.086%
181,資格,6,0.086%
182,トレイダーズ,6,0.086%
183,オンライントレード,6,0.086%
184,カード,6,0.086%
185,自動,6,0.086%
186,他社,6,0.086%
187,記事,6,0.086%
188,有価,6,0.086%
189,条件,6,0.086%
190,前身,6,0.086%
191,ビーンズ,6,0.086%
192,Brokers,6,0.086%
193,地元,5,0.071%
194,系列,5,0.071%
195,制度,5,0.071%
196,英文,5,0.071%
197,テレビ,5,0.071%
198,歴史,5,0.071%
199,財閥,5,0.071%
200,元,5,0.071%
201,大学,5,0.071%
202,有罪,5,0.071%
203,地裁,5,0.071%
204,アナリスト,5,0.071%
205,裁判,5,0.071%
206,間,5,0.071%
207,債権,5,0.071%
208,支払い,5,0.071%
209,両社,5,0.071%
210,比率,5,0.071%
211,虚偽,5,0.071%
212,不動産,5,0.071%
213,本部,5,0.071%
214,オーナー,5,0.071%
215,基盤,5,0.071%
216,事務所,5,0.071%
217,名前,5,0.071%
218,産業,5,0.071%
219,基準,5,0.071%
220,中部,5,0.071%
221,ホームページ,5,0.071%
222,地方銀行,5,0.071%
223,一角,5,0.071%
224,専務,5,0.071%
225,トップ,5,0.071%
226,中間,5,0.071%
227,赤字,5,0.071%
228,実績,5,0.071%
229,電子,5,0.071%
230,ぎん,5,0.071%
231,com,5,0.071%
232,ドル,5,0.071%
233,地盤,4,0.057%
234,勧業,4,0.057%
235,名,4,0.057%
236,大臣,4,0.057%
237,本拠,4,0.057%
238,繋がり,4,0.057%
239,残高,4,0.057%
240,円,4,0.057%
241,家宅,4,0.057%
242,サブプライムローン,4,0.057%
243,下,4,0.057%
244,大半,4,0.057%
245,インサイダー,4,0.057%
246,大震災,4,0.057%
247,案件,4,0.057%
248,状況,4,0.057%
249,責任,4,0.057%
250,金利,4,0.057%
251,全額,4,0.057%
252,金,4,0.057%
253,貴金属,4,0.057%
254,穀物,4,0.057%
255,看板,4,0.057%
256,銘柄,4,0.057%
257,指数,4,0.057%
258,Holdings,4,0.057%
259,ディーリング,4,0.057%
260,専門,4,0.057%
261,一般,4,0.057%
262,持分,4,0.057%
263,新,4,0.057%
264,唯一,4,0.057%
265,人物,4,0.057%
266,あかつき,4,0.057%
267,当社,4,0.057%
268,トレイダーズホールディングス,4,0.057%
269,指値,4,0.057%
270,分野,4,0.057%
271,インヴァスト,4,0.057%
272,経常,4,0.057%
273,記者,4,0.057%
274,臨時,4,0.057%
275,年,4,0.057%
276,原則,4,0.057%
277,形,4,0.057%
278,割合,4,0.057%
279,コンサルティング,4,0.057%
280,LLC,4,0.057%
281,別,4,0.057%
282,一環,4,0.057%
283,日本語,4,0.057%
284,最初,4,0.057%
285,フレンド,4,0.057%
286,複数,3,0.043%
287,各地,3,0.043%
288,プライム,3,0.043%
289,番組,3,0.043%
290,CM,3,0.043%
291,強み,3,0.043%
292,リーマン・ブラザーズ,3,0.043%
293,シャドー,3,0.043%
294,バンキング,3,0.043%
295,支社,3,0.043%
296,世界中,3,0.043%
297,ポートフォリオ,3,0.043%
298,きっかけ,3,0.043%
299,同一,3,0.043%
300,大輪,3,0.043%
301,上記,3,0.043%
302,トラブル,3,0.043%
303,全面,3,0.043%
304,事務,3,0.043%
305,実態,3,0.043%
306,法令,3,0.043%
307,法廷,3,0.043%
308,媒体,3,0.043%
309,外為,3,0.043%
310,マーケット,3,0.043%
311,丸,3,0.043%
312,内容,3,0.043%
313,ピーク,3,0.043%
314,住宅,3,0.043%
315,番号,3,0.043%
316,形態,3,0.043%
317,Group,3,0.043%
318,ドットコモディティ,3,0.043%
319,時点,3,0.043%
320,コモディティ,3,0.043%
321,エース,3,0.043%
322,Investment,3,0.043%
323,Management,3,0.043%
324,人脈,3,0.043%
325,サイト,3,0.043%
326,ラップ,3,0.043%
327,代金,3,0.043%
328,だい,3,0.043%
329,ライブ,3,0.043%
330,コーポレート,3,0.043%
331,ハウス,3,0.043%
332,キャラクター,3,0.043%
333,老舗,3,0.043%
334,Corporation,3,0.043%
335,プラザ,3,0.043%
336,JASDAQ,3,0.043%
337,Trader,3,0.043%
338,社,3,0.043%
339,商標,3,0.043%
340,座,3,0.043%
341,不況,3,0.043%
342,状態,3,0.043%
343,特金,3,0.043%
344,最後,3,0.043%
345,カンパニー,3,0.043%
346,週刊,3,0.043%
347,東洋,3,0.043%
348,方法,3,0.043%
349,終値,3,0.043%
350,総額,3,0.043%
351,原因,3,0.043%
352,ソフトウェア,3,0.043%
353,上司,3,0.043%
354,女子,3,0.043%
355,達人,3,0.043%
356,jpg,3,0.043%
357,社会,3,0.043%
358,キャピタル・マーケッツ,3,0.043%
359,水準,3,0.043%
360,内閣,3,0.043%
361,国民,3,0.043%
362,実質,3,0.043%
363,戦略,3,0.043%
364,報酬,3,0.043%
365,内部,3,0.043%
366,一連,3,0.043%
367,MRF,3,0.043%
368,価格,3,0.043%
369,障害,3,0.043%
370,スクエア,3,0.043%
371,無料,3,0.043%
372,サミット,3,0.043%
373,ベスト,3,0.043%
374,通貨,3,0.043%
375,英語,3,0.043%
376,県内,3,0.043%
377,アドバイザリー,3,0.043%
378,DMM,3,0.043%
379,マージン,3,0.043%
380,基本,3,0.043%
381,レバレッジ,3,0.043%
382,金貨,3,0.043%
383,五輪,3,0.043%
384,有期,3,0.043%
385,プラネットブース,3,0.043%
386,短資,3,0.043%
387,最低,3,0.043%
388,中途,3,0.043%
389,シストレ,3,0.043%
390,SMFG,3,0.043%
391,和,2,0.029%
392,北部,2,0.029%
393,銀,2,0.029%
394,持ち出し,2,0.029%
395,大蔵,2,0.029%
396,髙木,2,0.029%
397,Commodity,2,0.029%
398,オイルショック,2,0.029%
399,過半,2,0.029%
400,合名,2,0.029%
401,残り,2,0.029%
402,ファイナンス,2,0.029%
403,Europe,2,0.029%
404,もと,2,0.029%
405,ユーロ,2,0.029%
406,調べ,2,0.029%
407,リスト,2,0.029%
408,目的,2,0.029%
409,ATM,2,0.029%
410,分社,2,0.029%
411,人事,2,0.029%
412,COO,2,0.029%
