,単語,出現数,割合（出現数/総数:44870）
0,月,1173,2.614%
1,株式会社,1111,2.476%
2,事業,930,2.073%
3,機器,796,1.774%
4,製品,639,1.424%
5,メーカー,610,1.359%
6,会社,593,1.322%
7,企業,536,1.195%
8,本社,510,1.137%
9,グループ,411,0.916%
10,ブランド,372,0.829%
11,電子,341,0.76%
12,子会社,324,0.722%
13,工場,318,0.709%
14,技術,314,0.7%
15,世界,309,0.689%
16,社名,251,0.559%
17,同社,249,0.555%
18,シェア,240,0.535%
19,国内,220,0.49%
20,システム,217,0.484%
21,電気,213,0.475%
22,パソコン,200,0.446%
23,部品,198,0.441%
24,市場,197,0.439%
25,部門,197,0.439%
26,株式,182,0.406%
27,テレビ,165,0.368%
28,液晶,162,0.361%
29,ディスプレイ,162,0.361%
30,半導体,150,0.334%
31,分野,149,0.332%
32,業務,146,0.325%
33,工業,142,0.316%
34,商品,142,0.316%
35,産業,139,0.31%
36,シリーズ,138,0.308%
37,法人,137,0.305%
38,中心,135,0.301%
39,Ltd,134,0.299%
40,電機,134,0.299%
41,Co,132,0.294%
42,情報,129,0.287%
43,オーディオ,126,0.281%
44,拠点,123,0.274%
45,電池,121,0.27%
46,大手,117,0.261%
47,海外,113,0.252%
48,取締役,110,0.245%
49,PC,109,0.243%
50,無線,108,0.241%
51,証券,107,0.238%
52,社長,107,0.238%
53,デジタル,102,0.227%
54,家電,102,0.227%
55,売上,98,0.218%
56,カメラ,98,0.218%
57,端末,94,0.209%
58,主力,91,0.203%
59,合弁,86,0.192%
60,自動車,84,0.187%
61,持株,84,0.187%
62,トップ,82,0.183%
63,ロゴ,82,0.183%
64,基板,81,0.181%
65,医療,77,0.172%
66,デバイス,76,0.169%
67,資本,75,0.167%
68,サムスン,74,0.165%
69,ロボット,74,0.165%
70,ホールディングス,74,0.165%
71,モバイル,71,0.158%
72,株主,71,0.158%
73,業界,71,0.158%
74,メモリ,70,0.156%
75,フォン,69,0.154%
76,エレクトロニクス,69,0.154%
77,プリンター,69,0.154%
78,音響,69,0.154%
79,周辺,69,0.154%
80,環境,68,0.152%
81,各種,68,0.152%
82,傘下,67,0.149%
83,Corporation,66,0.147%
84,電力,66,0.147%
85,小型,65,0.145%
86,自動,65,0.145%
87,一般,63,0.14%
88,ファイル,62,0.138%
89,パネル,61,0.136%
90,センター,58,0.129%
91,鉄道,58,0.129%
92,jpg,58,0.129%
93,オンキヨー,57,0.127%
94,モデル,56,0.125%
95,ネットワーク,56,0.125%
96,価格,55,0.123%
97,研究所,55,0.123%
98,NEC,55,0.123%
99,商号,54,0.12%
100,他社,54,0.12%
101,映像,54,0.12%
102,当社,53,0.118%
103,方式,53,0.118%
104,時点,52,0.116%
105,機種,52,0.116%
106,製作所,52,0.116%
107,体制,51,0.114%
108,時代,51,0.114%
109,家庭,51,0.114%
110,A,51,0.114%
111,OEM,51,0.114%
112,機関,51,0.114%
113,業績,50,0.111%
114,ノート,49,0.109%
115,モーター,49,0.109%
116,一つ,49,0.109%
117,メディア,49,0.109%
118,電源,48,0.107%
119,コンピュータ,48,0.107%
120,機械,48,0.107%
121,形,47,0.105%
122,大型,47,0.105%
123,ゲーム,47,0.105%
124,地域,47,0.105%
125,間,46,0.103%
126,目的,46,0.103%
127,規模,46,0.103%
128,利益,46,0.103%
129,親会社,46,0.103%
130,スピーカー,45,0.1%
131,方針,45,0.1%
132,比率,45,0.1%
133,Electric,45,0.1%
134,社員,45,0.1%
135,データ,45,0.1%
136,有機,45,0.1%
137,EL,45,0.1%
138,顧客,44,0.098%
139,他,44,0.098%
140,カー,44,0.098%
141,スポンサー,44,0.098%
142,光学,44,0.098%
143,ビデオ,44,0.098%
144,英文,43,0.096%
145,分社,43,0.096%
146,中核,43,0.096%
147,器具,43,0.096%
148,DVD,43,0.096%
149,ビジネス,43,0.096%
150,ソフトウェア,42,0.094%
151,商標,42,0.094%
152,アンテナ,42,0.094%
153,会長,41,0.091%
154,光,41,0.091%
155,海,41,0.091%
156,機構,39,0.087%
157,社内,38,0.085%
158,カラー,38,0.085%
159,規格,38,0.085%
160,本体,37,0.082%
161,LTD,37,0.082%
162,電波,37,0.082%
163,CO,36,0.08%
164,車両,36,0.08%
165,理由,36,0.08%
166,AV,36,0.08%
167,有限,36,0.08%
168,ソフト,36,0.08%
169,ユーザー,36,0.08%
170,プラズマ,36,0.08%
171,戦略,35,0.078%
172,D,35,0.078%
173,写真,35,0.078%
174,赤字,35,0.078%
175,品質,35,0.078%
176,音楽,35,0.078%
177,特徴,35,0.078%
178,画像,35,0.078%
179,信号,35,0.078%
180,真空,35,0.078%
181,前身,35,0.078%
182,店舗,35,0.078%
183,センサ,35,0.078%
184,レーザー,35,0.078%
185,公司,34,0.076%
186,個人,34,0.076%
187,名称,34,0.076%
188,マウス,34,0.076%
189,レノボ,34,0.076%
190,ライン,33,0.074%
191,内容,33,0.074%
192,テクノロジー,33,0.074%
193,M,33,0.074%
194,フラッシュ,33,0.074%
195,ストレージ,33,0.074%
196,システムズ,33,0.074%
197,R,33,0.074%
198,社会,33,0.074%
199,X,33,0.074%
200,チップ,32,0.071%
201,コンピューター,32,0.071%
202,ネット,32,0.071%
203,K,32,0.071%
204,ユニット,32,0.071%
205,CM,31,0.069%
206,電車,31,0.069%
207,コーポレート,31,0.069%
208,工,31,0.069%
209,回路,31,0.069%
210,人気,31,0.069%
211,蛍光,31,0.069%
212,アップル,30,0.067%
213,専門,30,0.067%
214,ラジオ,30,0.067%
215,モジュール,30,0.067%
216,テック,30,0.067%
217,CD,30,0.067%
218,需要,30,0.067%
219,新規,29,0.065%
220,ケーブル,29,0.065%
221,コネクタ,29,0.065%
222,太陽,29,0.065%
223,資産,29,0.065%
224,ハイ,29,0.065%
225,ソリューション,29,0.065%
226,現地,29,0.065%
227,マイクロ,29,0.065%
228,事務所,29,0.065%
229,銘柄,29,0.065%
230,水晶,29,0.065%
231,横,29,0.065%
232,T,28,0.062%
233,サイト,28,0.062%
234,Inc,28,0.062%
235,委員,28,0.062%
236,国産,28,0.062%
237,国外,28,0.062%
238,最高,28,0.062%
239,HDD,28,0.062%
240,魔法瓶,28,0.062%
241,LED,28,0.062%
242,標準,28,0.062%
243,航空,27,0.06%
244,カード,27,0.06%
245,センサー,27,0.06%
246,国際,27,0.06%
247,ビル,27,0.06%
248,乾電池,27,0.06%
249,ディスク,27,0.06%
250,資金,27,0.06%
251,ショップ,27,0.06%
252,河,27,0.06%
253,最大,26,0.058%
254,系列,26,0.058%
255,強み,26,0.058%
256,特,26,0.058%
257,パイオニア,26,0.058%
258,ホーム,26,0.058%
259,電装,26,0.058%
260,材料,26,0.058%
261,ベース,26,0.058%
262,株,26,0.058%
263,力,26,0.058%
264,鴻,26,0.058%
265,本部,25,0.056%
266,ソーテック,25,0.056%
267,英語,25,0.056%
268,B,25,0.056%
269,磁気,25,0.056%
270,最初,25,0.056%
271,国内外,25,0.056%
272,各社,25,0.056%
273,兄弟,25,0.056%
274,首位,25,0.056%
275,V,25,0.056%
276,OPPO,25,0.056%
277,電球,24,0.053%
278,セキュリティ,24,0.053%
279,経済,24,0.053%
280,レンズ,24,0.053%
281,IT,24,0.053%
282,ハーネス,24,0.053%
283,精密,24,0.053%
284,ストロボ,24,0.053%
285,インフラ,24,0.053%
286,科学,24,0.053%
287,W,24,0.053%
288,債務,24,0.053%
289,LSI,24,0.053%
290,売り上げ,23,0.051%
291,カンパニー,23,0.051%
292,第三者,23,0.051%
293,高周波,23,0.051%
294,実績,23,0.051%
295,タブレット,23,0.051%
296,イオン,23,0.051%
297,全国,23,0.051%
298,地方,23,0.051%
299,レコーダー,23,0.051%
300,世代,23,0.051%
301,プレーヤー,23,0.051%
302,ラインナップ,23,0.051%
303,PHS,23,0.051%
304,インターネット,22,0.049%
305,役員,22,0.049%
306,本店,22,0.049%
307,所在地,22,0.049%
308,両社,22,0.049%
309,グローバル,22,0.049%
310,台数,22,0.049%
311,白,22,0.049%
312,ハードディスク,22,0.049%
313,唯一,22,0.049%
314,LG,22,0.049%
315,電工,22,0.049%
316,所在,21,0.047%
317,エネルギー,21,0.047%
318,東,21,0.047%
319,バッテリー,21,0.047%
320,名,21,0.047%
321,オフィス,21,0.047%
322,筆頭,21,0.047%
323,ハードウェア,21,0.047%
324,銀行,21,0.047%
325,モータ,21,0.047%
326,テープ,21,0.047%
327,状況,21,0.047%
328,アナログ,21,0.047%
329,アンプ,21,0.047%
330,ルネサス,21,0.047%
331,四半期,21,0.047%
332,東洋,20,0.045%
333,単独,20,0.045%
334,集団,20,0.045%
335,一角,20,0.045%
336,パーツ,20,0.045%
337,ELECTRIC,20,0.045%
338,蓄電池,20,0.045%
339,同業,20,0.045%
340,エンジニアリング,20,0.045%
341,大学,20,0.045%
342,補聴器,20,0.045%
343,人工,20,0.045%
344,TDK,20,0.045%
345,G,20,0.045%
346,条件,20,0.045%
347,各地,20,0.045%
348,CORPORATION,20,0.045%
349,基地,20,0.045%
350,タイプ,20,0.045%
351,プロジェクト,20,0.045%
352,専業,20,0.045%
353,レコード,20,0.045%
354,通称,19,0.042%
355,C,19,0.042%
356,冷蔵庫,19,0.042%
357,性能,19,0.042%
358,コード,19,0.042%
359,新聞,19,0.042%
360,対象,19,0.042%
361,高速,19,0.042%
362,プロ,19,0.042%
363,金融,19,0.042%
364,用途,19,0.042%
365,番組,19,0.042%
366,サイレン,19,0.042%
367,効率,19,0.042%
368,組立,19,0.042%
369,コンシューマ,19,0.042%
370,政府,19,0.042%
371,S,19,0.042%
372,水,19,0.042%
373,パワー,19,0.042%
374,基準,19,0.042%
375,アール,19,0.042%
376,状態,18,0.04%
377,電動,18,0.04%
378,宇宙,18,0.04%
379,ステートメント,18,0.04%
380,コンポーネント,18,0.04%
381,スイッチ,18,0.04%
382,コンデンサ,18,0.04%
383,計器,18,0.04%
384,音波,18,0.04%
385,パートナー,18,0.04%
386,マイコン,18,0.04%
387,責任,18,0.04%
388,外部,18,0.04%
389,エアコン,18,0.04%
390,各国,18,0.04%
391,ビデオカメラ,18,0.04%
392,E,18,0.04%
393,株価,18,0.04%
394,太陽光,18,0.04%
395,ランキング,18,0.04%
396,ウェイ,18,0.04%
397,カラオケ,18,0.04%
398,人,18,0.04%
399,TP,18,0.04%
400,NTT,17,0.038%
401,基本,17,0.038%
402,F,17,0.038%
403,セル,17,0.038%
404,相互,17,0.038%
405,薄型,17,0.038%
406,記事,17,0.038%
407,INC,17,0.038%
408,リチウム,17,0.038%
409,出典,17,0.038%
410,AC,17,0.038%
411,地上,17,0.038%
412,光ディスク,17,0.038%
413,最終,17,0.038%
414,衛星,17,0.038%
415,スローガン,17,0.038%
416,キット,17,0.038%
417,セット,17,0.038%
418,音声,17,0.038%
419,パーソナルコンピュータ,17,0.038%
420,インクジェット,17,0.038%
421,ウェスタン・デジタル,17,0.038%
422,エンジン,17,0.038%
423,コスト,17,0.038%
424,種類,17,0.038%
425,次世代,17,0.038%
426,総会,17,0.038%
427,理念,16,0.036%
428,au,16,0.036%
429,キャラクター,16,0.036%
430,印,16,0.036%
431,マーケティング,16,0.036%
432,ノウハウ,16,0.036%
433,ブーム,16,0.036%
434,デスク,16,0.036%
435,バッファ,16,0.036%
436,構造,16,0.036%
437,チューナー,16,0.036%
438,最後,16,0.036%
439,重,16,0.036%
440,事件,16,0.036%
441,Windows,16,0.036%
442,歴史,16,0.036%
443,DRAM,16,0.036%
444,（株）,16,0.036%
445,エレクトリック,16,0.036%
446,総額,16,0.036%
447,Japan,16,0.036%
448,ED,16,0.036%
449,温度,16,0.036%
450,メッセージ,15,0.033%
451,mm,15,0.033%
452,ほん,15,0.033%
453,Electronics,15,0.033%
454,住宅,15,0.033%
455,音,15,0.033%
456,効果,15,0.033%
457,持分,15,0.033%
458,VHS,15,0.033%
459,ガラス,15,0.033%
460,メイン,15,0.033%
461,ヘッド,15,0.033%
462,互換,15,0.033%
463,FCS,15,0.033%
464,チーム,15,0.033%
465,社,15,0.033%
466,ヘルスケア,15,0.033%
467,金,15,0.033%
468,工程,15,0.033%
469,行,15,0.033%
470,金属,15,0.033%
471,NAND,15,0.033%
472,オリンピック,15,0.033%
473,エレクトロン,15,0.033%
474,アドバンストデジタル,15,0.033%
475,LINK,15,0.033%
476,器,15,0.033%
477,メーカ,14,0.031%
478,敷地,14,0.031%
479,ファンド,14,0.031%
480,Company,14,0.031%
481,ロー,14,0.031%
482,基盤,14,0.031%
483,無料,14,0.031%
484,エナジー,14,0.031%
485,CPU,14,0.031%
486,危機,14,0.031%
487,期間,14,0.031%
488,ランプ,14,0.031%
489,支払い,14,0.031%
490,部分,14,0.031%
491,ブラウン管,14,0.031%
492,収益,14,0.031%
493,総務,14,0.031%
494,リーグ,14,0.031%
495,財団,14,0.031%
496,資源,14,0.031%
497,タッチパネル,14,0.031%
498,スマホ,14,0.031%
499,ファー,14,0.031%
500,文字,14,0.031%
501,地方裁判所,14,0.031%
502,Digital,14,0.031%
503,ATM,14,0.031%
504,JVC,14,0.031%
505,フォト,14,0.031%
506,EMC,14,0.031%
507,コム,14,0.031%
508,地球,13,0.029%
509,通り,13,0.029%
510,元,13,0.029%
511,バブル,13,0.029%
512,本格,13,0.029%
513,価値,13,0.029%
514,ワイヤー,13,0.029%
515,jp,13,0.029%
516,生体,13,0.029%
517,市,13,0.029%
518,光源,13,0.029%
519,co,13,0.029%
520,アルカリ,13,0.029%
521,のち,13,0.029%
522,精度,13,0.029%
523,戦前,13,0.029%
524,ステレオ,13,0.029%
525,ガス,13,0.029%
526,被害,13,0.029%
527,LAN,13,0.029%
528,サーバ,13,0.029%
529,ボード,13,0.029%
530,パッケージ,13,0.029%
531,現金,13,0.029%
532,交通,13,0.029%
533,船舶,13,0.029%
534,複数,13,0.029%
535,目標,13,0.029%
536,ウィルコム,13,0.029%
537,CEO,13,0.029%
538,化学,13,0.029%
539,メディカル,13,0.029%
540,エレコム,13,0.029%
541,インバータ,13,0.029%
542,仕様,13,0.029%
543,コンテンツ,13,0.029%
544,サーボ,13,0.029%
545,外,13,0.029%
546,SR,13,0.029%
547,レース,13,0.029%
548,カートリッジ,13,0.029%
549,SCREEN,13,0.029%
550,信,13,0.029%
551,KOHJINSHA,13,0.029%
552,Mobile,12,0.027%
553,Limited,12,0.027%
554,夏,12,0.027%
555,内,12,0.027%
556,例,12,0.027%
557,譲受,12,0.027%
558,音質,12,0.027%
559,領域,12,0.027%
560,手,12,0.027%
561,フィルム,12,0.027%
562,樹脂,12,0.027%
563,段階,12,0.027%
564,SA,12,0.027%
565,物流,12,0.027%
566,セラミック,12,0.027%
567,軸,12,0.027%
568,学校,12,0.027%
569,マクセル,12,0.027%
570,民生,12,0.027%
571,作品,12,0.027%
572,BD,12,0.027%
573,オリジナル,12,0.027%
574,負債,12,0.027%
575,ファミリー,12,0.027%
576,背景,12,0.027%
577,オンライン,12,0.027%
578,モニター,12,0.027%
579,流れ,12,0.027%
580,制度,12,0.027%
581,バレー,12,0.027%
582,国,12,0.027%
583,カーナビゲーション,12,0.027%
584,マスク,12,0.027%
585,店頭,12,0.027%
586,出身,12,0.027%
587,字,12,0.027%
588,会員,12,0.027%
589,郎,12,0.027%
590,業者,12,0.027%
591,ZTE,12,0.027%
592,電鉄,12,0.027%
593,Holdings,12,0.027%
594,アダプタ,12,0.027%
595,賃金,12,0.027%
596,モバイルコミュニケーションズ,11,0.025%
597,映画,11,0.025%
598,組み立て,11,0.025%
599,アーク,11,0.025%
600,Technology,11,0.025%
601,端子,11,0.025%
602,番号,11,0.025%
603,TV,11,0.025%
604,内部,11,0.025%
605,組合,11,0.025%
606,大会,11,0.025%
607,沖,11,0.025%
608,上記,11,0.025%
609,軍需,11,0.025%
610,初,11,0.025%
611,大半,11,0.025%
612,s,11,0.025%
613,媒体,11,0.025%
614,老舗,11,0.025%
615,電線,11,0.025%
616,電卓,11,0.025%
617,単位,11,0.025%
618,知名度,11,0.025%
619,Marvell,11,0.025%
620,iPhone,11,0.025%
621,有価,11,0.025%
622,都市,11,0.025%
623,スーパーコンピュータ,11,0.025%
624,声,11,0.025%
625,SH,11,0.025%
626,Z,11,0.025%
627,ベンチャー,11,0.025%
628,純正,11,0.025%
629,イベント,11,0.025%
630,電信,11,0.025%
631,キーボード,11,0.025%
632,町,11,0.025%
633,地区,11,0.025%
634,Solutions,11,0.025%
635,グラス,11,0.025%
636,重量,11,0.025%
637,マルチ,11,0.025%
638,空調,11,0.025%
639,ソーラー,11,0.025%
640,ホ,11,0.025%
641,LCD,11,0.025%
642,円,11,0.025%
643,File,11,0.025%
644,プリンタ,11,0.025%
645,駅,11,0.025%
646,板,11,0.025%
647,アクセサリー,11,0.025%
648,サイズ,11,0.025%
649,EF,11,0.025%
650,ゼロックス,11,0.025%
651,マスター,11,0.025%
652,コネクテッドテクノロジーズ,10,0.022%
653,しば,10,0.022%
654,コミュニケーション,10,0.022%
655,地,10,0.022%
656,テクノ,10,0.022%
657,ケース,10,0.022%
658,動画,10,0.022%
659,スポーツ,10,0.022%
660,話題,10,0.022%
661,方法,10,0.022%
662,用品,10,0.022%
663,北,10,0.022%
664,業種,10,0.022%
665,インダストリアル,10,0.022%
666,自体,10,0.022%
667,実質,10,0.022%
668,能力,10,0.022%
669,基礎,10,0.022%
670,プラットフォーム,10,0.022%
671,ライセンス,10,0.022%
672,最小,10,0.022%
673,ワイヤレス,10,0.022%
674,手法,10,0.022%
675,食品,10,0.022%
676,メンテナンス,10,0.022%
677,略,10,0.022%
678,名前,10,0.022%
679,単体,10,0.022%
680,大戦,10,0.022%
681,当該,10,0.022%
682,Systems,10,0.022%
683,人員,10,0.022%
684,トランジスタ,10,0.022%
685,政策,10,0.022%
686,黒字,10,0.022%
687,燃料,10,0.022%
688,H,10,0.022%
689,核,10,0.022%
690,アプリケーション,10,0.022%
691,自身,10,0.022%
692,無償,10,0.022%
693,名義,10,0.022%
694,ミシン,10,0.022%
695,柱,10,0.022%
696,クラリオン,10,0.022%
697,部長,10,0.022%
698,む,10,0.022%
699,キャリア,10,0.022%
700,ウェブサイト,10,0.022%
701,最大手,10,0.022%
702,RCA,10,0.022%
703,顧問,10,0.022%
704,持ち株,10,0.022%
705,ホワイトボックス,10,0.022%
706,スクリーン,10,0.022%
707,YOZAN,10,0.022%
708,レフ,10,0.022%
709,龍,10,0.022%
710,常務,9,0.02%
711,長期,9,0.02%
712,サプライヤー,9,0.02%
713,コンシューマー,9,0.02%
714,同名,9,0.02%
715,ビジョン,9,0.02%
716,双方,9,0.02%
717,ベアリング,9,0.02%
718,形態,9,0.02%
719,社外,9,0.02%
720,ノイズ,9,0.02%
721,電器,9,0.02%
722,不動産,9,0.02%
723,協会,9,0.02%
724,顕微鏡,9,0.02%
725,女子,9,0.02%
726,サッカー,9,0.02%
727,警察,9,0.02%
728,美容,9,0.02%
729,争い,9,0.02%
730,消防,9,0.02%
731,地震,9,0.02%
732,I,9,0.02%
733,ヒーター,9,0.02%
734,マーベル,9,0.02%
735,先端,9,0.02%
736,人材,9,0.02%
737,OS,9,0.02%
738,HD,9,0.02%
739,カスタマイズ,9,0.02%
740,商会,9,0.02%
741,SGHD,9,0.02%
742,LIMITED,9,0.02%
743,赤外線,9,0.02%
744,コア,9,0.02%
745,スキャナ,9,0.02%
746,姿,9,0.02%
747,高性能,9,0.02%
748,先進,9,0.02%
749,高画質,9,0.02%
750,障害,9,0.02%
751,下記,9,0.02%
752,CNC,9,0.02%
753,テン,9,0.02%
754,J,9,0.02%
755,水素,9,0.02%
756,カーバイド,9,0.02%
757,トップクラス,9,0.02%
758,マラソン,9,0.02%
759,ダイオード,9,0.02%
760,コーポレーション,9,0.02%
761,CT,9,0.02%
762,EMI,9,0.02%
763,FC,9,0.02%
764,プロセス,9,0.02%
765,日本語,9,0.02%
766,レベル,9,0.02%
767,民間,9,0.02%
768,財務,9,0.02%
769,エンターテインメント,9,0.02%
770,メガ,9,0.02%
771,スタジオ,9,0.02%
772,IBM,9,0.02%
773,JR,9,0.02%
774,JPG,9,0.02%
775,バッテリ,9,0.02%
776,素子,9,0.02%
777,ライト,9,0.02%
